target,input,experiment_name,standardized_local_sensitivity,finite_difference_step_input_units,step_fraction_input_sd,range_guard_pass,support_guard_pass,valid_supported_evaluation,nearest_minus_standardized,nearest_plus_standardized,support_distance_threshold,model_configuration,interpretation
total_height,VX,P-162p142815649_VX-0p926926325143_LS-6p49234891537e-05_ST-377p454931887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p20442722594e-06_H-eed8ed7ef3,0.008364952101242752,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-163p562272254_VX-0p729793018519_LS-5p10150522361e-05_ST-318p261957537_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p6102586358e-06_H-eed8ed7ef3,-0.06222206526087508,0.011150748214426638,0.05,True,True,True,0.04999999999999999,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-164p187091551_VX-0p507792014735_LS-6p92164167976e-05_ST-301p020288893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p50018996564e-06_H-c15424829d,-0.43873711934913623,0.011150748214426638,0.05,True,True,True,0.04999999999999993,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-164p607131174_VX-0p867199563125_LS-5p32762751968e-05_ST-314p058214573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56287250149e-06_H-0e4c2fc094,-0.0705869758997586,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999982,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-166p111836501_VX-0p454755470987_LS-7p13150844087e-05_ST-303p391516497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p06081639712e-05_H-0e4c2fc094,-0.3756220967150638,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-167p350234557_VX-0p509305540745_LS-7p79284260895e-05_ST-367p465417979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p47195782704e-06_H-0c5439e4b5,-0.2701288331641691,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-168p279672268_VX-0p662944494492_LS-8p51138696034e-05_ST-361p222757169_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p27680920966e-06_H-1d842653b1,-0.19285088202668604,0.011150748214426638,0.05,True,True,True,0.04999999999999996,0.04999999999999996,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-172p471893954_VX-0p300060565388_LS-5p45268436948e-05_ST-394p546009672_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60771562794e-05_H-0e4c2fc094,0.49525414651136174,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-173p043282634_VX-0p866796851528_LS-6p96390683614e-05_ST-349p021338305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56545699781e-06_H-27614c4053,-0.1806111347998029,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-173p906668607_VX-0p677544388934_LS-8p62016404031e-05_ST-334p396108383_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p12000672104e-06_H-89021150a8,-0.23377647509975866,0.011150748214426638,0.05,True,True,True,0.04999999999999996,0.04999999999999996,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-177p821134596_VX-0p63969291749_LS-8p76195222961e-05_ST-320p228793407_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5413068851e-06_H-0e4c2fc094,-0.23804944168126602,0.011150748214426638,0.05,True,True,True,0.04999999999999997,0.04999999999999997,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-185p872045369_VX-0p416268682161_LS-7p15564692144e-05_ST-371p982346013_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p15889587897e-05_H-bc28d74e69,0.01737087341920379,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-187p255870651_VX-0p828194463092_LS-4p64611349328e-05_ST-375p783913497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p82486459159e-06_H-bc28d74e69,-0.053882006242347055,0.011150748214426638,0.05,True,True,True,0.04999999999999993,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-198p376734591_VX-0p636800402216_LS-8p40585875992e-05_ST-361p411435367_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5755614887e-06_H-1605f46060,-0.20979985578322344,0.011150748214426638,0.05,True,True,True,0.04999999999999997,0.049999999999999975,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-199p601335125_VX-0p449852506485_LS-5p7030843283e-05_ST-364p706449651_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07237828699e-05_H-1d842653b1,0.19694270581480194,0.011150748214426638,0.05,True,True,True,0.04999999999999993,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-203p030488295_VX-0p654564663741_LS-6p39602473907e-05_ST-333p568221635_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p36996796534e-06_H-0e4c2fc094,-0.05048432124703272,0.011150748214426638,0.05,True,True,True,0.04999999999999997,0.049999999999999975,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-203p317554156_VX-0p724937635215_LS-5p40301996917e-05_ST-325p306920736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p65453187788e-06_H-dfd65b549a,-0.0012813381896284613,0.011150748214426638,0.05,True,True,True,0.04999999999999999,0.04999999999999999,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-204p071587815_VX-0p957219619336_LS-8p8582220221e-05_ST-334p090301355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03972182096e-06_H-676863bc48,-0.08137213546748767,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999982,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-207p432942583_VX-0p674802143379_LS-5p74396795379e-05_ST-382p34582068_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p14894084192e-06_H-676863bc48,-0.3965362418571762,0.011150748214426638,0.05,True,True,True,0.04999999999999999,0.04999999999999996,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-208p096600196_VX-0p256636148953_LS-4p52492384214e-05_ST-395p602757306_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p87975101041e-05_H-1980b1708d,0.857744050197546,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999982,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-209p47686991_VX-0p866693950214_LS-6p90699464413e-05_ST-369p570871734_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56611777644e-06_H-b021dd2b47,-0.11477569117727388,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999982,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-210p211145159_VX-0p921242046338_LS-8p23126060485e-05_ST-311p238003519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p23653975868e-06_H-0e4c2fc094,-0.0841180323664652,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-210p302841339_VX-0p779412575788_LS-5p86430912284e-05_ST-304p177226769_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18943131388e-06_H-c15424829d,-0.09743161339055717,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-210p331349445_VX-0p877062157481_LS-5p88084341536e-05_ST-346p930868597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p50031780743e-06_H-0e4c2fc094,-0.1822631067546247,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,0.1958216863643841,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,-0.0656559552961908,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,1.1325009486344055,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,-0.01568871603811591,0.011150748214426638,0.05,True,True,True,0.04999999999999993,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,-0.19266643681267787,0.011150748214426638,0.05,True,True,True,0.049999999999999975,0.04999999999999997,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,-0.1360796760086249,0.011150748214426638,0.05,True,True,True,0.04999999999999993,0.04999999999999999,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,-0.1129923956708668,0.011150748214426638,0.05,True,True,True,0.04999999999999993,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,-0.19079260849783872,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,0.41236437427642136,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999982,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,-0.032557973014963035,0.011150748214426638,0.05,True,True,True,0.04999999999999993,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,0.5335679172182493,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,-0.08263847786265233,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,-0.1546604608152307,0.011150748214426638,0.05,True,True,True,0.04999999999999999,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,-0.34196861714188187,0.011150748214426638,0.05,True,True,True,0.04999999999999996,0.049999999999999975,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-238p364831187_VX-0p683428278389_LS-5p30391716287e-05_ST-377p396343519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p05870792234e-06_H-1d842653b1,-0.7784972436439168,0.011150748214426638,0.05,True,True,True,0.04999999999999996,0.04999999999999996,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-240p986949999_VX-0p621810109213_LS-6p5255993688e-05_ST-389p31118835_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p75818940789e-06_H-377b770359,-0.34002551395818914,0.011150748214426638,0.05,True,True,True,0.04999999999999996,0.049999999999999975,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-241p526098173_VX-0p390351171714_LS-7p60309896784e-05_ST-322p459160533_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23584119956e-05_H-0e4c2fc094,0.15117448408313178,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999982,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-242p307622127_VX-0p748861384084_LS-6p09484851001e-05_ST-306p16946129_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p44194066558e-06_H-1d842653b1,-0.3073239741279186,0.011150748214426638,0.05,True,True,True,0.04999999999999993,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,-1.4091628946942933,0.011150748214426638,0.05,True,True,True,0.049999999999999975,0.04999999999999996,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-250p363893775_VX-0p962117015407_LS-8p16921850603e-05_ST-395p976068127_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01406848207e-06_H-0f2c16c7e5,0.00140804096904473,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-250p760727959_VX-0p576945875618_LS-7p55521762294e-05_ST-375p926323236_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p36147861851e-06_H-a88ac79600,-0.42755373266610125,0.011150748214426638,0.05,True,True,True,0.04999999999999996,0.04999999999999996,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-251p6022239_VX-0p703685008905_LS-6p09329521029e-05_ST-391p344263507_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p85551140349e-06_H-0e4c2fc094,-0.3330094982135278,0.011150748214426638,0.05,True,True,True,0.04999999999999999,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-252p710023356_VX-0p579349155213_LS-8p35702038612e-05_ST-362p250166341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32679319476e-06_H-1d842653b1,-0.3317058548562367,0.011150748214426638,0.05,True,True,True,0.04999999999999996,0.04999999999999996,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-255p411547814_VX-0p885409904065_LS-6p83114026847e-05_ST-348p701073765_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p44846017745e-06_H-89021150a8,-0.16762273644751124,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999982,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-255p66284442_VX-0p61175678634_LS-8p38548151022e-05_ST-392p782565278_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p88568383831e-06_H-1d842653b1,-0.31336300089205893,0.011150748214426638,0.05,True,True,True,0.04999999999999996,0.04999999999999997,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-256p84590034_VX-0p686841697171_LS-8p87652204691e-05_ST-323p817390946_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0236280396e-06_H-27614c4053,-0.2185267181256557,0.011150748214426638,0.05,True,True,True,0.04999999999999996,0.04999999999999996,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-258p098094226_VX-0p965907163653_LS-4p72561688305e-05_ST-378p378118453_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99439364832e-06_H-985b11a49e,0.0807212457793625,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999982,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-260p125654688_VX-0p378472963537_LS-6p21275317791e-05_ST-359p026868384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27462753427e-05_H-0602c4a780,0.759956804823095,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999982,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-261p886347681_VX-0p412060740992_LS-8p23359668267e-05_ST-378p690023731_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17073045867e-05_H-0e4c2fc094,0.195125904785893,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-263p723264659_VX-0p501861307944_LS-7p03164616445e-05_ST-399p080626763_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p61245771821e-06_H-1d842653b1,-0.1549423907325451,0.011150748214426638,0.05,True,True,True,0.04999999999999993,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-264p370573209_VX-0p395776293281_LS-4p78236029631e-05_ST-378p311267492_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21890085003e-05_H-985b11a49e,0.32929168649600077,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-265p432977562_VX-0p293015283246_LS-7p41925746724e-05_ST-326p902943993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64637166689e-05_H-1d842653b1,0.5026470814868846,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-267p46239641_VX-0p483361678819_LS-7p67845272617e-05_ST-366p829607628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p98035387249e-06_H-1d842653b1,-0.18269211324557932,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-267p660345133_VX-0p739236683111_LS-7p20061497304e-05_ST-322p433694738_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p52581333317e-06_H-0e4c2fc094,-0.1533352916067541,0.011150748214426638,0.05,True,True,True,0.04999999999999999,0.04999999999999999,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-270p660461155_VX-0p506275452772_LS-4p55363433165e-05_ST-392p157982605_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p52864804446e-06_H-b5aba20bdc,-1.344003636782118,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-273p06384474_VX-0p951903552318_LS-4p77154604482e-05_ST-314p535783501_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06786700319e-06_H-b5afaa2141,0.1574697543255512,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-273p444240295_VX-0p704920639812_LS-6p35261824567e-05_ST-347p093922324_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84349461565e-06_H-1d842653b1,-0.17987777625575288,0.011150748214426638,0.05,True,True,True,0.04999999999999993,0.04999999999999999,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-277p972333632_VX-0p331196372511_LS-4p5620211888e-05_ST-324p411035281_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4565741063e-05_H-0e4c2fc094,2.4304274362945057,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999982,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-279p19481345_VX-0p961152667742_LS-7p84955743249e-05_ST-372p579911887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01909921797e-06_H-6ea4fcc339,-0.10900645311891348,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-282p804328276_VX-0p543976889672_LS-5p22197252327e-05_ST-303p777238342_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p8682454983e-06_H-cfd320609e,-1.8035522581492396,0.011150748214426638,0.05,True,True,True,0.04999999999999999,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-287p102038097_VX-0p362628106341_LS-6p67475186474e-05_ST-334p763632341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33032175903e-05_H-c5f6eebf67,0.5515428184566509,0.011150748214426638,0.05,True,True,True,0.050000000000000044,0.04999999999999982,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-292p980726174_VX-0p558994342483_LS-6p4603431573e-05_ST-342p453415035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p62999897564e-06_H-0e4c2fc094,-0.5853815867036262,0.011150748214426638,0.05,True,True,True,0.04999999999999999,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-293p577290228_VX-0p952339824621_LS-7p01980103413e-05_ST-347p682708595_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06554538443e-06_H-1d842653b1,-0.12794918350444603,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-293p648784497_VX-0p426690912013_LS-5p33940457289e-05_ST-351p677261216_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13058902058e-05_H-5799d46da7,0.3618031418993131,0.011150748214426638,0.05,True,True,True,0.04999999999999993,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-307p26373251_VX-0p980958450675_LS-7p64412572662e-05_ST-372p845922747_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91776241868e-06_H-0e4c2fc094,-0.10603988918102356,0.011150748214426638,0.05,True,True,True,0.04999999999999982,0.050000000000000044,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
total_height,VX,P-307p533441342_VX-0p76958695679_LS-6p29715413405e-05_ST-358p843506265_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p26845421489e-06_H-0602c4a780,-0.3409284881692172,0.011150748214426638,0.05,True,True,True,0.04999999999999993,0.04999999999999993,1.1837705590429421,matern32_no_nugget,derivative of fitted GP mean; not a causal simulator derivative
